NumDealsPurchases,NumWebVisitsMonth,TotalPurchases,Age,Recency,CustomerTenure,TotalSpend,Income,Segment
1,1,19,68,52,4479,1515,72905.0,2
2,4,24,75,8,4815,1039,69702.0,2
3,8,23,51,89,4669,1596,70300.0,2
1,6,17,42,66,4942,1828,70643.0,2
2,7,4,57,22,4380,34,30396.0,1
2,7,8,58,56,4392,149,50616.0,1
1,2,22,57,74,4726,946,62772.0,2
1,3,5,41,48,4361,28,30298.0,1
2,7,15,42,67,4923,450,52413.0,0
1,4,4,69,24,4481,46,44155.0,1
1,2,15,55,67,4554,1702,86979.0,2
4,5,21,51,38,4613,820,76532.0,2
2,6,13,44,86,4808,382,42081.0,1
1,3,19,38,90,4987,2126,67546.0,2
1,1,19,37,87,4378,2069,88420.0,2
2,8,5,41,62,4838,72,31158.0,1
8,8,20,58,23,4346,732,61671.0,0
1,1,10,52,99,4354,801,69719.0,2
2,6,10,77,29,4572,236,49160.0,1
1,6,4,48,52,4978,80,24882.0,1
1,1,14,72,90,4410,1685,90933.0,2
0,1,27,81,9,4352,277,113734.0,2
2,3,16,76,71,4701,507,59292.0,2
2,7,5,62,13,4811,68,45759.0,1
1,7,4,43,16,4397,49,22148.0,1
1,2,14,39,94,4423,397,73395.0,2
3,6,6,55,77,4568,39,29819.0,1
2,4,12,58,20,4475,306,45688.0,1
1,1,13,72,51,4734,976,62820.0,2
4,5,24,55,81,4616,1028,60491.0,2
1,7,6,40,71,4464,70,33235.0,1
1,6,4,67,36,4787,46,35701.0,1
1,7,4,46,95,4596,51,31535.0,1
0,0,21,66,32,4390,1263,92556.0,2
2,5,20,56,32,4916,1490,67384.0,2
1,2,23,55,85,4943,1564,80573.0,2
3,8,15,59,93,4996,1815,77870.0,0
6,8,25,63,24,4840,1198,52278.0,0
7,8,16,58,44,4994,416,57107.0,0
1,6,5,36,15,4818,85,18929.0,1
2,6,6,45,82,4714,47,36038.0,1
1,7,7,50,27,4814,137,20180.0,1
1,7,3,61,72,4870,21,34230.0,1
1,3,5,49,7,4327,70,31878.0,1
2,3,20,54,57,4481,909,70932.0,2
0,4,22,70,84,4937,1676,91249.0,2
1,3,25,83,53,4591,1735,77598.0,2
3,5,27,67,48,4857,1191,80982.0,2
1,5,4,49,2,4617,24,22701.0,1
3,8,17,57,65,4903,1182,55212.0,0
1,2,13,56,45,4691,1280,70617.0,2
1,5,18,69,42,4913,1336,64849.0,2
5,7,19,61,29,4697,749,62694.0,0
1,5,6,52,83,4541,91,61917.0,1
2,3,13,79,93,4594,414,67472.0,2
3,6,6,44,40,4493,44,21059.0,1
2,7,6,58,47,4409,63,29543.0,1
2,3,21,75,50,4767,901,75903.0,2
2,7,4,51,40,4981,38,34984.0,1
5,4,15,70,3,4796,455,54998.0,0
3,8,21,77,62,4907,775,54356.0,0
1,5,3,67,25,4418,15,34242.0,1
1,4,5,53,48,4622,38,25410.0,1
1,2,21,42,56,4463,1512,73356.0,2
1,8,4,76,68,4851,43,28320.0,1
1,7,4,49,64,5011,42,23763.0,1
1,1,22,42,67,4385,1089,72570.0,2
2,7,7,50,94,4973,162,34529.0,1
2,3,17,75,82,4828,1272,70792.0,2
2,2,18,44,3,4924,1173,63211.0,2
1,1,21,52,24,4329,816,83891.0,2
3,8,6,58,54,4775,74,36065.0,1
2,7,7,72,20,4822,134,39898.0,1
1,5,8,86,96,4676,157,51141.0,1
2,3,16,50,19,4604,561,56939.0,2
1,1,18,75,60,4368,1336,80872.0,2
1,8,22,50,2,5005,2092,72335.0,2
1,4,15,62,13,4538,463,61798.0,2
1,0,16,76,37,4377,1130,76842.0,2
1,6,4,50,59,4483,20,29478.0,1
5,7,13,70,55,4935,377,46998.0,0
1,2,27,36,60,4752,1544,96843.0,2
3,4,7,76,48,4373,138,56551.0,1
3,5,23,61,38,4681,1012,70053.0,2
1,6,14,64,8,4675,1766,71670.0,2
3,3,6,48,19,4332,45,44359.0,1
3,9,7,74,32,4739,161,40887.0,1
1,7,7,60,27,4495,144,48877.0,1
1,3,25,79,58,4629,1734,74485.0,2
2,5,20,54,59,4570,823,64474.0,2
2,3,26,63,29,4441,1138,77226.0,2
1,2,20,77,60,4807,1429,72643.0,2
1,1,20,48,41,4477,1371,85738.0,2
2,4,14,60,27,4820,982,55686.0,2
1,4,4,43,28,4416,44,39062.0,1
5,8,12,55,8,4864,318,34600.0,0
2,7,14,51,18,4768,434,40794.0,1
3,3,9,55,76,4554,198,54690.0,1
0,1,25,57,0,4587,359,4428.0,2
2,5,16,63,32,5016,576,32632.0,0
4,7,7,58,2,4602,88,38236.0,1
1,8,5,47,16,4400,63,36781.0,1
1,8,3,42,56,4891,27,31385.0,1
3,9,8,42,97,4807,193,24570.0,1
3,9,6,52,15,4969,101,25509.0,1
0,1,21,75,35,4457,2211,94642.0,2
1,4,7,64,3,4704,140,58646.0,1
8,7,14,51,49,4822,415,53201.0,0
1,5,3,69,4,4872,22,21994.0,1
6,7,10,48,45,4828,263,57113.0,0
1,4,11,35,37,4692,393,51373.0,1
3,8,7,40,39,4571,147,23477.0,1
2,2,14,70,38,4397,443,58116.0,2
1,3,18,63,8,4515,1958,72968.0,2
2,7,8,55,89,4778,174,39791.0,1
0,3,27,79,47,4575,2217,91712.0,2
1,5,15,68,75,4407,1691,94472.0,2
2,8,4,66,86,4758,25,13672.0,1
0,2,21,46,4,4357,809,96547.0,2
1,4,15,51,73,4989,895,79205.0,2
3,4,15,51,46,4871,484,56559.0,0
4,8,14,53,38,4849,413,32644.0,0
1,3,11,46,73,4498,331,67506.0,2
1,6,4,56,66,4798,25,24206.0,1
1,6,3,59,36,4507,13,28420.0,1
3,8,7,56,29,4981,115,22979.0,1
1,3,3,60,29,4337,16,33279.0,1
3,7,6,54,6,4604,92,46423.0,1
2,8,5,49,97,4554,52,30368.0,1
3,5,20,56,61,4900,1464,63684.0,2
4,8,13,62,68,4821,441,41638.0,0
1,2,11,67,73,4605,283,68805.0,2
3,5,20,60,90,4439,747,65814.0,2
1,3,16,68,81,4725,1870,71964.0,2
3,8,8,40,1,4820,165,39146.0,1
1,2,23,49,79,4647,1941,96876.0,2
6,9,21,45,92,4838,839,34445.0,0
1,5,24,68,31,5011,1655,68281.0,2
1,6,3,51,46,4777,23,37284.0,1
1,9,5,43,14,4805,66,36790.0,1
3,8,5,59,89,4760,37,27943.0,1
2,6,4,75,31,4411,21,22263.0,1
1,8,3,54,75,4962,22,30261.0,1
3,6,6,48,42,4457,78,28587.0,1
1,6,5,44,53,4770,79,43815.0,1
6,6,11,70,53,4479,265,48195.0,0
2,4,17,74,23,4464,1175,77027.0,2
2,4,26,61,57,4818,1305,71322.0,2
2,5,6,47,49,4446,46,32765.0,1
1,6,3,61,6,4794,25,29672.0,1
1,4,4,73,29,4575,46,23272.0,1
4,8,22,77,5,4980,874,49912.0,0
4,9,6,41,98,5017,100,7500.0,1
2,6,23,79,80,4796,930,68117.0,2
3,5,20,71,4,4535,868,67225.0,2
3,8,6,50,70,4549,45,17649.0,1
4,7,25,51,32,4746,1260,55914.0,0
1,8,11,42,82,4594,414,40059.0,1
2,2,13,76,27,4526,392,60905.0,2
4,6,25,49,94,4953,1109,75330.0,0
4,3,18,75,23,4713,639,60689.0,0
1,7,5,42,97,4778,79,38680.0,1
1,6,23,44,25,4826,1665,61416.0,2
1,4,17,35,92,4743,692,49767.0,2
10,7,19,56,98,4962,1392,83273.0,0
2,6,5,45,19,4532,44,29009.0,1
1,5,5,47,80,4530,50,45057.0,1
8,7,13,55,80,4976,467,37150.0,0
3,6,9,56,79,4531,223,43020.0,1
1,4,8,67,50,4340,158,53154.0,1
1,4,27,53,60,4611,1211,65308.0,2
2,6,12,56,44,5001,1575,76467.0,2
1,1,21,79,0,4504,1208,81044.0,2
1,4,4,75,28,4797,43,32871.0,1
6,7,15,51,35,4600,527,55801.0,0
2,2,13,67,49,4327,932,76320.0,2
2,8,6,71,46,4347,71,36927.0,1
1,4,4,73,97,4323,54,48794.0,1
1,8,6,61,51,4787,129,23478.0,1
3,7,24,53,80,4951,1615,71128.0,0
3,5,23,50,10,4663,1034,70179.0,2
2,7,23,76,29,4860,1088,59462.0,0
7,3,18,57,52,4727,721,51381.5,0
3,7,7,57,74,4504,137,38361.0,1
2,6,6,45,82,4714,47,51381.5,1
1,2,16,44,54,4567,1244,70038.0,2
2,4,5,48,93,4853,41,42554.0,1
5,6,27,52,63,5006,1174,67445.0,0
2,2,13,75,92,4859,993,67046.0,2
1,4,6,78,40,4616,100,42192.0,1
2,7,15,74,70,4928,1680,77610.0,2
2,5,7,42,96,4405,98,31761.0,1
1,7,4,47,81,4573,48,34350.0,1
3,5,16,77,63,4648,519,54591.0,0
1,3,19,70,85,4506,715,71866.0,2
1,8,4,57,51,4607,37,25293.0,1
2,5,18,39,23,4855,653,42000.0,0
1,5,20,43,95,4677,1455,69520.0,2
2,4,17,56,11,4462,602,64713.0,2
1,6,4,49,42,4679,26,27889.0,1
1,5,6,66,77,4414,102,22123.0,1
4,8,6,55,82,4803,97,51381.5,1
2,6,9,72,83,4691,207,51381.5,1
2,8,7,53,40,4992,176,27803.0,1
3,7,12,71,95,4574,450,51381.5,0
4,8,13,66,32,4919,433,51651.0,0
1,4,29,38,48,4852,1366,68487.0,2
1,1,21,83,75,4562,1564,51381.5,2
3,7,24,57,24,4818,1001,56796.0,0
1,2,17,34,61,4881,961,87000.0,2
1,2,22,67,6,4410,1518,79823.0,2
2,3,6,46,16,4588,56,30828.0,1
1,4,3,55,39,4555,22,34109.0,1
7,7,14,52,2,4622,400,53367.0,0
1,7,3,57,49,4571,26,22390.0,1
1,2,12,50,31,4378,350,71322.0,2
1,1,21,33,58,4877,1216,79244.0,2
4,8,22,77,5,4980,874,49912.0,0
1,5,4,76,90,4724,40,48699.0,1
1,1,18,51,47,4592,1367,80144.0,2
5,6,10,70,25,4717,264,54252.0,0
2,6,18,50,60,4958,2053,81929.0,2
1,6,9,51,67,4897,1376,76068.0,2
1,4,4,50,40,4421,45,53204.0,1
3,3,24,77,63,4358,976,67911.0,2
2,9,4,42,1,4970,51,14796.0,1
2,3,18,52,89,4450,1264,78128.0,2
1,6,6,54,40,4806,75,14188.0,1
2,7,5,40,5,4928,57,20425.0,1
1,4,7,64,3,4704,140,58646.0,1
2,5,17,56,1,4881,497,72967.0,2
3,7,10,77,24,4706,266,48150.0,0
1,2,20,65,89,4970,2006,82332.0,2
6,7,17,71,48,4712,615,58275.0,0
1,6,23,45,31,4875,1021,44953.0,2
2,4,4,73,68,4364,22,34587.0,1
1,5,6,52,46,4560,133,43018.0,1
5,7,14,72,92,4660,437,45736.0,0
2,4,24,57,80,4527,1013,66476.0,2
2,7,5,45,16,4627,57,27733.0,1
2,2,25,74,50,4479,1038,69805.0,2
1,2,21,64,93,4765,1573,72217.0,2
1,7,3,55,51,4939,28,25818.0,1
2,7,7,50,24,4975,123,37509.0,1
1,7,3,50,79,4643,13,25176.0,1
3,8,7,46,26,4988,132,43586.0,1
4,5,19,70,86,5015,732,53230.0,0
2,5,5,69,68,4329,66,50116.0,1
1,2,23,54,98,4588,1631,84906.0,2
2,5,16,60,34,4651,608,61286.0,2
1,2,17,40,60,4776,1822,82333.0,2
4,6,19,61,3,4984,1282,65220.0,0
1,7,3,52,65,4558,8,33590.0,1
1,7,4,50,83,4753,43,30992.0,1
1,3,19,50,64,4795,1931,72309.0,2
0,0,0,77,85,4624,8,156924.0,2
3,8,5,46,69,5004,103,16005.0,1
3,2,14,69,48,4490,1169,65487.0,2
1,7,14,61,21,4404,395,58692.0,1
5,6,10,57,30,4590,258,40590.0,0
1,7,4,56,39,4369,25,20587.0,1
1,2,9,72,76,4440,185,62637.0,2
4,9,7,60,11,5012,180,29435.0,0
1,8,4,52,26,4470,22,19346.0,1
2,6,5,55,34,4477,44,35788.0,1
5,5,7,58,72,4833,94,36997.0,0
1,6,6,69,13,4441,81,23539.0,1
7,6,21,53,58,4483,798,65333.0,0
1,4,18,69,12,4538,1334,78499.0,2
1,9,4,55,23,4416,38,29732.0,1
4,5,7,66,33,4417,61,41275.0,1
4,5,12,53,30,4678,300,63516.0,0
2,4,6,64,15,4580,88,42769.0,1
2,7,5,68,25,4516,54,49572.0,1
2,4,14,54,4,4970,1782,69209.0,2
4,8,7,50,80,4472,68,17148.0,1
5,6,10,57,30,4590,258,40590.0,0
1,7,4,50,6,4687,31,30560.0,1
2,6,6,43,16,4368,66,32146.0,1
5,6,8,62,57,4381,174,41713.0,1
1,3,4,51,9,4478,28,34176.0,1
2,6,20,71,59,4429,731,58482.0,2
1,4,11,61,78,4475,274,59686.0,1
3,6,23,62,90,4946,1701,60896.0,0
1,6,12,46,74,4437,312,62994.0,1
6,6,14,69,10,4652,414,47320.0,0
1,3,22,77,63,4711,1565,74859.0,2
2,7,4,34,13,4564,29,15253.0,1
2,8,6,52,98,4690,94,31560.0,1
3,2,17,72,4,4820,1338,72071.0,2
0,3,14,36,94,4779,1092,91172.0,2
1,1,17,42,91,4508,1479,90000.0,2
1,4,4,45,66,4538,54,41967.0,1
1,6,17,61,14,4436,568,69263.0,2
1,7,26,56,77,4686,1199,65706.0,2
2,4,21,51,41,4483,873,60934.0,2
3,3,14,75,21,4655,1213,71965.0,2
2,6,20,71,25,4431,731,65210.0,2
1,2,18,51,2,4854,2043,79174.0,2
1,2,16,59,51,4874,1893,81380.0,2
5,8,14,53,3,4939,424,48432.0,0
2,7,13,55,32,4858,575,52914.0,0
2,5,10,71,84,4568,257,38946.0,1
3,8,6,52,49,4557,56,26067.0,1
4,8,17,54,69,4799,542,44325.0,0
1,2,6,62,96,4387,125,42523.0,1
3,5,6,48,23,4725,69,26487.0,1
1,4,4,69,18,4423,40,53233.0,1
4,5,24,66,8,4855,1016,67716.0,0
1,3,22,54,21,4463,907,76234.0,2
1,2,23,70,60,4369,1566,84117.0,2
3,2,14,69,48,4490,1169,65487.0,2
2,3,5,54,36,4425,46,25224.0,1
1,2,24,43,36,4809,1644,89616.0,2
1,7,4,55,63,4813,59,40851.0,1
1,6,3,79,2,5016,17,27469.0,1
1,3,24,69,38,4920,1853,82347.0,2
2,6,20,69,61,5017,1528,73803.0,2
4,8,6,74,52,4784,35,8820.0,1
1,7,7,52,25,4389,141,43322.0,1
2,6,15,53,63,4632,546,55593.0,1
7,6,13,72,10,4696,500,50501.0,0
4,8,6,51,65,4323,61,37085.0,1
2,8,6,36,71,4648,106,16185.0,1
4,6,22,57,0,4903,704,57731.0,0
5,8,14,53,3,4939,424,48432.0,0
2,2,21,48,88,4863,849,73807.0,2
1,6,5,36,15,4818,85,18929.0,1
6,8,9,58,80,4942,199,35893.0,0
4,7,16,46,17,5007,1147,61014.0,0
4,7,6,72,76,4418,54,32144.0,1
1,6,4,63,52,4889,43,14918.0,1
2,4,4,63,28,4669,53,45146.0,1
6,8,16,71,31,4821,521,41769.0,0
1,2,17,45,42,4464,1623,88325.0,2
2,7,5,76,24,4379,45,38054.0,1
1,2,18,31,42,4945,1435,80617.0,2
0,13,1,50,12,4654,32,5305.0,1
1,6,3,72,88,4876,16,36807.0,1
2,8,5,43,67,4785,52,28427.0,1
0,1,17,78,54,4405,1234,82032.0,2
1,8,3,48,40,4695,15,22775.0,1
4,7,13,41,73,4943,415,40101.0,0
3,4,15,47,81,4535,470,58025.0,2
1,1,20,44,12,4680,1438,75777.0,2
4,7,7,47,7,4738,53,7500.0,1
3,4,6,63,33,4324,51,33562.0,1
3,4,19,56,24,4491,679,57642.0,2
6,7,16,58,55,4961,586,58554.0,0
8,8,18,47,87,4782,653,63777.0,0
5,5,14,64,39,4803,468,57967.0,0
0,0,1,48,53,5006,1679,51381.5,2
2,7,5,54,9,4362,50,24434.0,1
3,9,6,42,82,4790,84,11012.0,1
2,8,25,56,71,4997,1049,44802.0,0
1,4,3,40,50,5001,22,26816.0,1
1,7,3,52,81,4683,30,34421.0,1
2,5,16,59,46,4701,1341,61223.0,2
7,7,15,80,56,4339,444,64014.0,0
1,6,18,45,91,4475,1241,56981.0,2
2,3,21,70,8,4476,843,69245.0,2
3,7,8,72,40,4942,172,52869.0,0
