Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Response,TotalSpend,TotalPurchases,TotalCampaignsAccepted,EducationLevel,CustomerTenure,Age
Married,66726.0,1,1,61,3,7,0,0,438,14,1,4,4488,69
Together,23724.0,1,0,65,2,8,0,0,75,5,0,1,4857,47
Married,47353.0,0,1,93,3,5,0,0,225,10,0,4,4548,66
Married,33444.0,1,1,24,1,8,0,0,18,3,0,4,4923,74
Married,54386.0,0,1,8,2,3,0,0,470,15,0,3,4728,45
Divorced,28510.0,1,1,72,3,5,0,0,91,6,0,3,4762,45
Single,90638.0,0,0,29,1,1,0,0,2525,17,1,4,4456,35
Together,48070.0,0,1,33,3,7,1,0,504,16,0,3,4852,76
Married,43140.0,0,1,68,1,6,0,0,235,10,0,3,4860,69
Divorced,54959.0,0,1,55,3,7,0,1,1232,18,1,4,4846,65
Single,15056.0,1,1,76,5,5,0,0,88,7,0,1,4742,68
Single,26954.0,1,0,17,1,7,0,0,17,3,0,3,4372,55
Single,22327.0,1,0,94,1,5,0,0,24,4,0,3,4651,41
Married,44393.0,1,1,86,2,4,0,0,60,5,0,3,4631,61
Single,62000.0,0,1,25,1,4,0,0,1020,25,1,4,4628,74
Together,31497.0,0,1,22,2,8,0,0,155,8,0,4,4890,64
Married,45894.0,0,2,15,1,5,0,0,51,4,0,2,4442,52
Divorced,78579.0,0,0,35,1,3,0,1,1812,15,0,4,4874,56
Widow,67369.0,0,1,81,4,4,0,1,1461,21,2,4,4909,57
Divorced,58401.0,0,1,55,1,4,0,0,96,5,0,3,4390,66
Single,62307.0,0,1,94,1,5,0,0,160,8,0,3,4452,74
Married,43641.0,1,1,50,3,6,0,0,139,7,0,4,4753,57
Divorced,63841.0,0,1,64,1,6,0,0,908,21,0,4,4754,58
Married,46891.0,0,1,91,1,4,0,0,183,7,0,2,4621,61
Married,70091.0,1,0,11,2,8,0,0,1161,17,1,4,4775,57
Married,78075.0,0,0,72,1,1,0,0,988,13,0,4,4405,54
Widow,59184.0,0,1,6,3,5,0,0,1072,24,0,2,4978,65
Married,54809.0,1,1,0,4,4,0,0,174,8,0,3,4611,49
Married,58113.0,0,1,66,3,7,1,0,758,19,0,3,4840,67
Married,51412.0,0,1,42,2,4,0,0,195,9,0,4,4500,68
Divorced,15287.0,1,0,60,2,7,0,1,31,4,1,3,4947,47
Together,66636.0,0,0,64,1,1,0,0,1084,16,0,4,4636,69
Married,50965.0,0,1,87,3,8,0,0,685,19,1,4,4814,70
Married,84618.0,0,0,96,1,2,0,0,1672,25,1,4,4539,61
Married,18351.0,0,0,1,1,7,0,0,43,5,0,3,4563,36
Together,40451.0,0,2,54,1,5,0,0,49,4,1,4,4453,69
Together,36317.0,0,1,53,2,7,0,0,133,7,0,3,4723,61
Together,42213.0,0,1,96,2,7,0,0,363,13,1,3,4580,69
Together,65748.0,0,1,58,2,1,1,0,545,16,0,3,4760,71
Together,77044.0,0,1,12,2,4,0,0,1065,29,1,3,4565,54
Together,74918.0,0,0,78,1,3,0,0,2047,20,1,3,4794,57
Married,56721.0,1,1,64,5,6,0,0,296,10,0,3,4926,54
Single,42160.0,1,1,26,4,6,0,1,140,7,0,3,4686,51
Single,61559.0,0,1,8,1,3,0,0,530,16,0,3,4667,61
Together,33629.0,1,1,49,5,9,0,0,152,8,0,4,5010,63
Together,68682.0,0,0,56,1,2,0,0,1598,23,0,4,4586,35
Single,34377.0,0,1,55,2,7,0,0,114,6,0,3,4846,63
Single,8940.0,1,0,25,3,8,0,0,101,7,0,1,4996,40
Married,26228.0,1,0,50,1,8,0,0,25,3,0,3,4600,53
Divorced,77297.0,0,0,84,1,4,0,0,789,21,1,2,4839,69
Married,40211.0,1,1,30,2,8,0,0,87,5,1,3,4654,45
Widow,33438.0,1,1,81,4,5,0,0,90,7,0,4,4600,68
Married,75032.0,0,1,74,2,3,0,0,1215,18,0,4,4747,67
Single,61284.0,0,0,76,1,6,0,0,811,21,1,4,4580,71
Married,22518.0,1,0,36,2,5,0,1,61,5,1,3,4935,40
Married,54730.0,0,1,64,5,4,0,0,405,13,0,4,4638,51
Married,38452.0,1,1,62,3,7,0,0,72,6,0,4,4411,71
Divorced,44421.0,1,1,53,5,8,0,0,189,9,0,3,4819,55
Together,38197.0,1,0,86,1,5,0,0,40,4,0,4,4685,40
Divorced,41986.0,0,1,15,3,4,0,0,63,7,0,3,4460,48
Together,28427.0,1,0,67,2,8,0,0,52,5,0,3,4785,43
Together,37395.0,1,0,47,1,6,0,0,39,4,0,4,4378,50
Married,64722.0,1,0,47,4,6,0,0,805,21,0,3,4354,55
Together,55249.0,0,1,81,1,3,0,0,130,7,0,4,4393,70
Together,84906.0,0,0,98,1,2,0,0,1631,23,3,3,4588,54
Married,28691.0,1,0,56,1,8,0,0,34,4,0,3,4680,37
Single,44213.0,1,1,48,4,6,0,0,152,8,0,3,4532,74
Single,25707.0,1,0,18,1,7,0,0,21,4,0,1,4482,42
Married,59062.0,2,1,74,2,4,0,0,71,5,0,4,4589,59
Single,76624.0,0,1,68,1,1,0,0,899,22,1,3,4356,64
Together,66000.0,0,0,36,1,1,0,0,711,9,0,4,4390,79
Together,27683.0,1,0,90,4,8,0,0,351,12,0,4,5014,48
Divorced,1730.0,0,0,65,15,20,0,0,8,0,0,3,4362,55
Single,7500.0,1,0,63,4,9,0,0,119,7,0,1,4893,34
Together,40521.0,1,1,82,1,5,0,0,21,3,0,3,4770,58
Together,20427.0,1,0,63,1,8,0,0,10,3,0,4,4417,53
Married,65106.0,0,1,55,3,6,0,0,973,24,1,3,4356,51
Married,69969.0,0,0,64,1,3,0,1,1536,12,2,4,4626,61
Married,67433.0,0,2,51,4,4,0,0,992,24,1,3,4668,74
Married,77766.0,0,1,97,2,6,0,1,1529,32,1,4,4812,59
Married,74716.0,0,1,92,2,4,0,0,860,15,0,3,4610,54
Divorced,68118.0,0,1,51,2,6,0,0,928,21,0,3,4574,63
Married,55158.0,1,1,72,4,7,0,1,418,14,0,4,5019,56
Married,62972.0,0,1,39,2,6,0,1,587,14,0,2,5015,71
Married,74190.0,0,1,49,2,2,0,0,641,17,0,3,4368,51
Married,39356.0,1,1,21,1,6,0,0,23,3,1,3,4422,50
Together,76653.0,0,0,91,1,2,0,0,2279,22,2,3,4637,57
Divorced,35860.0,1,1,37,2,5,0,0,49,4,1,4,4361,53
Divorced,90687.0,0,0,98,1,2,0,1,1779,16,1,4,4723,43
Together,73450.0,0,0,85,1,3,0,0,1804,26,2,4,4526,44
Married,31454.0,1,1,40,3,8,0,0,48,5,0,3,4678,66
Single,47139.0,1,1,2,2,7,0,1,83,5,0,3,4435,74
Divorced,83829.0,0,0,78,0,1,0,1,1862,17,3,3,4584,51
Married,53378.0,1,1,41,10,8,0,1,793,19,0,4,4963,63
Together,19656.0,1,0,94,3,7,0,0,84,6,0,3,4826,56
Married,45579.0,0,1,10,1,6,0,0,183,9,0,4,4633,78
Single,85485.0,0,0,73,1,2,0,0,1383,18,0,2,4328,68
Married,55956.0,0,0,22,2,4,0,0,999,14,1,3,4403,82
Single,64191.0,0,1,30,3,3,0,0,825,21,0,4,4843,63
Single,38808.0,1,0,21,4,8,0,1,246,10,1,3,4992,54
Married,57183.0,1,1,51,8,8,0,0,610,17,0,4,4787,60
Divorced,23748.0,1,0,97,3,8,0,0,76,6,0,4,4905,58
Married,66303.0,0,1,56,4,8,0,0,1286,18,1,3,4808,55
Married,37368.0,1,0,4,1,6,0,0,30,3,1,4,4515,51
Married,40800.0,1,2,77,2,7,1,0,99,6,0,3,4864,62
Divorced,71847.0,0,0,95,0,3,0,0,1192,22,1,3,4966,48
Married,46149.0,0,1,36,5,5,0,0,362,13,0,3,4532,51
Together,78687.0,0,0,13,1,2,0,1,2130,18,1,3,5009,43
Divorced,49118.0,0,0,90,2,7,0,1,1229,26,2,2,5000,55
Married,37633.0,1,1,49,2,9,0,0,38,4,0,4,4967,69
Together,39767.0,0,0,18,2,8,0,0,485,15,0,4,4663,75
Married,26997.0,0,0,89,2,7,0,0,434,11,0,1,4921,75
Divorced,33986.0,1,0,43,1,7,0,0,44,4,0,3,4792,56
Married,57091.0,0,1,82,2,7,0,1,496,16,1,4,4903,54
Married,46831.0,1,1,84,2,4,0,0,78,5,0,2,4706,57
Married,83151.0,0,0,80,1,2,0,1,2346,22,3,4,4824,54
Married,52531.0,0,0,68,2,6,0,0,794,19,0,3,4866,55
Married,15759.0,0,0,12,1,7,0,0,17,3,0,3,4617,70
Single,22804.0,1,0,75,1,9,0,0,26,4,0,3,4653,55
Married,43050.0,1,0,10,2,5,0,0,76,6,0,2,4423,53
Single,42997.0,1,1,91,1,7,0,0,15,3,0,4,4524,49
Single,48918.0,1,1,21,2,4,0,0,62,5,0,4,4398,63
Together,60033.0,0,1,28,2,2,0,0,198,8,0,4,4412,72
Together,34043.0,1,0,97,1,9,0,0,49,4,0,4,4567,48
Together,57811.0,0,1,49,5,5,0,0,802,20,1,3,4690,60
Married,78569.0,0,0,14,1,1,0,1,1736,14,1,3,4450,80
Single,7500.0,1,1,5,4,6,0,0,57,6,0,3,4869,48
Together,157733.0,1,0,37,0,1,0,0,59,2,0,4,4710,55
Together,94384.0,0,0,62,0,2,0,1,2302,18,3,3,4802,73
Married,23148.0,0,0,83,1,7,0,0,37,5,0,2,4451,41
Divorced,44267.0,1,1,48,5,9,0,0,310,11,0,3,4809,56
Married,71626.0,0,0,94,1,3,0,0,1305,18,1,3,4925,47
Together,60894.0,0,1,61,5,7,0,0,832,21,0,3,4686,60
Together,50200.0,1,1,70,6,8,0,0,401,13,0,3,4772,50
Married,81051.0,0,0,43,1,2,0,0,1501,22,2,4,4357,61
Married,65169.0,0,0,23,1,6,0,1,1189,27,4,3,4486,44
Together,59868.0,0,1,37,7,6,0,0,1194,25,0,3,4662,54
Married,65695.0,0,1,50,2,4,0,0,656,19,0,4,4469,66
Single,64857.0,0,0,78,1,4,0,0,1540,22,0,4,4903,70
Together,45143.0,0,1,74,3,7,0,0,311,12,0,4,4627,61
Together,74805.0,0,1,14,5,2,0,0,820,21,0,2,4555,71
Married,59060.0,1,0,77,3,4,0,0,274,11,0,2,4489,37
Single,27238.0,1,1,39,3,9,0,0,57,6,0,4,4755,64
Together,47009.0,0,1,89,4,4,0,0,448,13,0,3,4591,61
Married,46094.0,1,1,62,1,7,0,0,44,4,0,2,4339,53
Married,40321.0,1,1,59,2,7,0,0,102,6,0,3,4655,54
Together,37235.0,1,0,68,1,4,0,0,61,4,0,3,4468,42
Married,81843.0,0,0,13,1,3,0,0,1643,26,0,4,4753,66
Together,46692.0,0,1,37,3,6,0,0,397,12,0,4,4708,68
Together,77382.0,0,1,36,2,1,0,0,1121,24,1,3,4493,58
Single,37774.0,2,0,28,4,9,1,1,473,12,1,3,4984,49
Married,18393.0,1,0,2,2,8,0,0,50,6,0,1,4412,52
Married,72828.0,0,1,17,6,7,0,0,1678,22,0,4,4820,64
Married,24711.0,0,0,86,1,7,0,0,58,6,0,3,4392,44
Married,45503.0,1,0,54,1,5,0,0,170,8,0,4,4597,51
Single,6560.0,0,0,2,0,17,0,0,373,2,0,4,4519,44
Together,71604.0,0,0,3,1,4,0,1,1196,16,1,4,4544,81
Married,27244.0,1,0,84,2,7,0,0,101,6,0,3,4434,47
Married,48752.0,1,1,8,5,9,0,1,316,12,0,3,4884,57
Married,71434.0,0,1,4,3,4,0,0,1400,18,2,3,4604,64
Single,90842.0,0,0,57,1,1,0,0,1424,26,0,3,4655,78
Married,88097.0,1,0,24,1,9,0,1,844,19,3,4,5000,48
Married,51948.0,0,1,51,2,5,0,0,311,11,0,3,4605,51
Together,71853.0,0,0,29,1,1,0,0,1149,16,0,3,4737,44
Married,35876.0,0,0,13,1,6,0,0,129,7,0,4,4390,43
Widow,40049.0,0,1,23,1,6,0,0,32,4,0,3,4576,74
Single,39660.0,1,0,36,3,9,0,1,299,11,0,3,5010,44
Together,50127.0,0,1,88,1,6,0,0,320,12,1,3,4351,64
Married,43263.0,0,1,2,3,5,0,0,441,13,0,4,4905,49
Married,62845.0,1,1,3,11,8,0,1,1178,17,1,4,4956,77
Married,18929.0,0,0,15,1,6,0,0,85,5,0,3,4818,36
Single,24367.0,1,0,58,1,9,0,0,24,3,0,1,4786,44
Single,33249.0,1,0,11,2,6,0,0,112,6,0,3,4814,51
Married,26887.0,0,1,27,1,6,0,0,30,4,0,2,4824,67
Married,50150.0,0,0,32,2,5,0,0,410,14,0,4,4694,43
Together,62061.0,0,1,12,3,6,0,0,800,21,1,3,4622,50
Divorced,85696.0,0,0,88,1,1,0,1,1313,19,0,4,4742,64
Together,76542.0,0,0,91,1,2,0,0,1483,22,0,4,4776,70
Single,70515.0,0,0,12,1,2,0,1,1258,16,0,3,4571,33
Together,18227.0,1,0,21,1,8,0,0,28,3,0,3,4918,39
Married,69139.0,0,1,23,1,4,0,0,227,10,0,3,4473,61
Married,69109.0,0,0,10,1,4,0,1,1555,19,1,3,4917,44
Single,69627.0,0,1,35,2,5,0,0,861,21,0,3,4789,64
Married,38136.0,1,0,69,2,8,0,0,103,6,1,3,4753,48
Single,62159.0,0,0,68,1,4,0,0,634,18,0,4,4382,80
Single,80695.0,0,0,85,1,2,0,0,1918,18,0,3,4502,63
Single,33316.0,1,1,34,3,6,0,0,131,7,0,4,4588,55
Together,58554.0,1,1,55,6,7,0,0,586,16,0,3,4961,58
Married,17256.0,1,0,10,2,8,0,0,62,5,1,1,4538,34
Divorced,53034.0,1,1,30,8,8,0,0,447,14,0,3,4715,52
Together,52203.0,0,0,36,1,6,0,0,939,26,0,2,5018,76
Divorced,59601.0,0,1,14,4,8,0,0,797,11,1,2,4659,49
Single,75154.0,0,1,79,1,3,0,1,1143,15,0,4,4983,68
Single,47025.0,0,1,52,3,6,0,0,415,14,0,3,4554,50
Married,37971.0,1,0,97,1,8,0,0,30,4,0,3,4536,53
Divorced,41335.0,1,0,24,3,7,0,0,187,9,0,4,4505,58
Married,67267.0,0,1,0,1,2,0,0,251,10,0,3,4367,68
Single,57338.0,0,1,96,2,5,0,0,237,10,0,3,4381,51
Together,50523.0,1,1,89,2,6,0,0,91,6,0,2,4506,66
Single,35791.0,2,1,94,2,8,0,0,35,4,0,4,4739,61
Divorced,50611.0,0,1,98,6,6,0,0,493,16,1,4,4953,66
Married,56242.0,0,1,72,5,6,0,0,971,23,0,4,4803,57
Single,48904.0,0,1,1,4,8,0,0,371,13,0,3,4894,66
Single,56243.0,1,2,26,6,5,0,0,396,14,0,3,4501,51
Married,21355.0,1,0,5,2,6,0,1,68,5,1,3,4633,41
Together,57420.0,0,1,22,3,7,0,0,322,12,1,4,4689,55
Together,51381.5,0,1,39,2,5,0,0,317,12,0,4,4774,56
Divorced,46390.0,0,1,56,1,7,0,0,222,9,0,4,4375,71
Together,54342.0,1,1,74,4,6,0,0,177,8,0,2,4681,70
Together,51381.5,1,1,87,1,5,0,0,45,4,0,3,4984,68
Single,51381.5,1,1,49,1,7,0,0,21,3,0,2,4488,62
Married,20895.0,1,0,24,1,9,0,0,45,5,0,3,4951,53
Married,92344.0,0,0,9,0,1,0,0,1899,20,2,3,4485,78
Together,51381.5,1,0,17,1,7,0,0,42,4,0,4,4439,54
Together,26907.0,1,1,10,2,7,0,0,22,4,0,2,4633,50
Together,44964.0,1,1,35,1,8,0,0,41,4,0,3,4880,46
Together,75507.0,0,0,56,1,3,0,0,1440,20,0,3,4378,47
Married,53761.0,1,1,7,6,5,0,0,325,11,0,4,4581,54
Together,22682.0,1,0,51,3,4,0,0,95,7,0,3,4589,53
Together,38887.0,1,0,17,1,7,0,0,42,4,0,4,4439,54
Single,41658.0,1,1,30,2,4,0,0,72,4,0,2,4917,51
Married,29791.0,1,0,21,2,5,0,0,20,5,0,4,4365,54
Married,63915.0,0,2,2,2,5,0,0,789,21,0,4,4654,70
Divorced,39996.0,1,1,85,1,6,0,0,15,3,0,3,4358,52
Divorced,26759.0,1,0,65,2,6,0,0,59,6,0,3,4462,54
Divorced,63841.0,0,1,64,1,6,0,0,908,21,0,4,4754,58
Married,51039.0,1,1,11,2,7,0,0,417,12,0,4,4886,57
Married,60544.0,1,1,92,4,6,0,0,289,11,0,3,4993,65
Married,65685.0,0,1,54,1,5,0,0,769,20,0,3,4412,54
Married,37716.0,0,1,4,2,7,0,0,188,8,0,3,4389,73
Single,36864.0,0,1,53,3,8,0,1,354,11,0,3,5005,69
Married,44511.0,1,0,39,6,8,0,0,727,20,0,4,4945,56
Married,36947.0,1,1,49,4,9,0,0,146,7,0,4,5011,59
Together,47352.0,0,1,70,4,7,0,0,319,12,0,4,4764,75
Married,67087.0,0,1,40,2,4,0,0,794,20,0,4,4514,73
Married,57045.0,0,1,40,3,3,0,0,454,15,0,3,4979,76
Divorced,36957.0,1,1,43,4,9,0,1,152,7,0,4,4981,73
Married,69389.0,0,1,17,1,4,0,0,797,21,0,4,4959,49
Married,80134.0,1,0,40,2,6,0,1,1690,14,3,3,4725,54
Married,43142.0,1,1,84,1,7,0,0,20,3,0,4,4451,57
Married,80589.0,0,0,25,1,1,0,1,1428,20,1,3,4478,82
Single,34412.0,1,0,62,3,9,0,0,209,8,0,3,4821,36
Single,57537.0,1,0,83,4,4,0,0,545,15,0,3,4704,47
Together,22634.0,0,0,47,1,8,0,0,96,5,0,1,4849,60
Together,51315.0,0,0,45,1,2,0,0,222,9,0,3,4446,78
Married,36026.0,2,1,34,2,6,0,0,61,5,0,3,4425,54
Married,24639.0,1,1,3,3,6,0,0,44,6,0,3,4472,53
Together,34578.0,2,1,1,1,6,0,0,8,3,0,4,4399,54
Single,65704.0,0,0,18,1,1,0,0,817,22,0,2,4579,54
Single,63810.0,0,1,45,4,8,0,0,1371,19,1,3,4915,60
Together,54132.0,0,1,81,1,7,0,0,42,4,0,4,4453,57
Married,18690.0,0,0,77,1,8,0,0,60,4,0,3,4868,67
Married,28164.0,1,0,23,3,7,0,0,78,6,0,3,4741,56
Married,34596.0,1,0,48,1,8,0,0,23,3,0,4,4762,52
Married,43269.0,1,0,61,1,8,0,0,19,3,0,4,4606,54
Single,38741.0,1,1,60,2,7,0,0,61,5,0,2,4411,68
Single,31907.0,0,0,75,1,7,0,0,449,13,0,3,4802,54
Married,27100.0,1,0,64,1,7,0,0,37,4,0,4,4770,43
Divorced,31163.0,1,0,54,1,6,0,0,38,4,0,2,4456,53
Married,92533.0,0,0,84,1,2,0,0,1131,22,2,3,4512,41
Single,34853.0,1,1,75,2,6,0,0,34,5,0,3,4508,53
Divorced,70844.0,1,1,16,5,7,0,0,294,12,0,3,4562,59
Married,31086.0,1,1,79,2,8,0,0,48,4,1,2,4741,47
Married,60544.0,1,1,92,4,6,0,0,289,11,0,3,4993,65
Together,20491.0,0,0,16,1,7,0,0,30,3,0,2,4840,40
Married,42523.0,0,0,96,1,2,0,0,125,6,0,3,4387,62
Married,39922.0,1,0,30,2,8,0,0,156,7,0,3,4820,43
Together,33402.0,1,1,60,3,8,0,0,70,6,0,3,4666,74
Married,36408.0,1,1,11,1,6,0,0,22,3,0,4,4601,77
Together,21645.0,1,0,75,3,9,0,1,65,6,0,3,4984,47
Widow,78427.0,0,0,36,3,3,0,1,1930,20,1,4,4933,78
Together,82657.0,0,0,71,1,4,0,0,2283,22,2,3,4595,80
Married,51876.0,0,0,88,1,1,0,0,310,12,0,3,4577,68
Married,78041.0,0,0,93,1,2,0,0,1319,17,0,2,4880,55
Married,52852.0,0,1,93,4,8,0,0,879,22,1,3,4895,69
Together,70038.0,0,0,54,1,2,0,0,1244,16,0,4,4567,44
Together,69401.0,0,1,41,4,2,0,0,690,13,0,2,4418,53
Together,46053.0,1,0,46,3,5,0,0,209,9,0,3,4817,54
Married,77343.0,0,0,28,1,1,0,0,1134,16,0,3,4340,61
Single,73892.0,0,0,40,1,1,0,1,1507,22,0,3,4548,73
Single,40304.0,1,0,82,1,7,0,0,57,5,0,4,4592,59
Together,32727.0,0,0,38,2,8,0,0,529,15,0,4,4990,61
Together,68695.0,0,0,3,1,2,0,0,1091,15,0,3,4324,57
Divorced,43300.0,0,1,87,3,8,0,1,180,8,0,3,4944,55
Together,26290.0,1,1,49,4,6,0,0,77,6,0,3,4853,54
Single,93790.0,0,0,16,0,2,0,1,2349,25,3,3,4457,56
Married,38410.0,0,0,65,2,6,0,1,534,16,0,4,4973,52
Widow,64866.0,0,1,9,4,5,0,0,556,17,1,4,4474,76
Together,57957.0,0,1,24,7,3,1,0,637,18,0,3,4634,67
Together,46015.0,1,1,25,1,7,0,0,46,4,2,4,4397,71
Together,16531.0,1,0,43,3,7,0,0,44,6,0,3,4331,48
Married,28072.0,1,0,10,1,7,0,0,47,4,0,4,4676,40
Divorced,49476.0,0,1,29,4,2,0,0,795,18,0,4,4694,63
Married,50725.0,0,1,45,4,8,0,0,586,17,0,3,4821,73
Together,83844.0,0,0,57,1,1,0,0,1574,19,1,3,4733,74
Married,41145.0,1,1,20,1,3,0,0,13,3,0,4,4461,76
Together,67419.0,0,1,29,4,5,0,0,1471,21,0,3,4849,56
Married,23162.0,1,1,82,3,6,0,0,65,5,0,2,4510,56
Married,34380.0,1,0,68,4,8,0,0,175,8,0,3,4743,49
Single,34704.0,0,1,65,1,5,0,0,40,4,0,3,4748,60
Married,94871.0,0,2,99,1,7,0,1,1078,17,2,4,4986,57
Married,65148.0,0,1,9,2,4,0,0,1115,19,0,3,4910,68
Together,39898.0,0,1,20,2,7,0,0,134,7,0,3,4822,72
Single,64857.0,0,0,78,1,4,0,0,1540,22,0,4,4903,70
Married,59892.0,0,1,26,1,3,0,0,87,6,0,4,4559,56
Single,41020.0,0,0,68,1,3,0,0,217,9,0,4,4564,39
Married,57072.0,0,1,79,2,5,0,0,1034,25,1,4,4476,65
Single,60474.0,0,1,25,7,7,0,0,1180,24,0,3,4774,47
Together,62807.0,0,1,83,3,5,0,0,819,20,0,3,4987,66
Together,19414.0,1,0,32,1,8,0,0,32,4,0,2,4576,45
Married,19107.0,1,0,49,2,7,0,0,46,4,0,3,4631,46
Together,75484.0,0,1,50,2,4,0,0,1159,16,0,2,5016,50
Single,70379.0,0,1,84,3,4,0,0,860,22,0,4,4803,50
Together,79419.0,0,0,96,1,2,0,0,1631,14,0,4,4327,56
Together,64014.0,2,1,56,7,7,0,0,444,15,1,4,4339,80
Married,76998.0,0,1,85,2,6,0,0,1910,27,1,3,4854,71
Together,49854.0,1,0,63,5,6,0,0,380,13,0,4,4551,54
Married,60585.0,1,1,17,10,5,0,1,736,20,0,4,4690,55
Divorced,42873.0,1,1,11,4,8,0,0,269,11,0,4,4844,76
Together,87679.0,0,0,62,1,4,0,1,2524,28,3,3,4657,38
Together,57867.0,1,0,48,7,6,0,0,612,18,0,3,4591,48
Married,35765.0,1,0,86,2,6,0,0,75,6,0,3,4520,36
Married,65492.0,0,0,73,2,2,0,0,1045,24,0,3,4474,67
Divorced,32952.0,1,0,36,1,7,0,0,55,5,0,3,4530,49
Together,53374.0,0,1,34,6,9,0,1,1064,15,1,4,5002,57
Together,71706.0,0,1,16,4,5,0,0,1443,21,0,3,4913,67
Married,68487.0,0,0,48,1,4,0,0,1366,29,0,3,4852,38
Together,53253.0,1,1,61,7,5,0,0,436,12,0,4,4823,51
Divorced,31163.0,1,0,54,1,6,0,0,38,4,0,2,4456,53
Married,42014.0,1,0,56,6,8,0,1,436,14,0,3,5001,49
Married,54108.0,1,1,74,13,8,0,0,747,19,0,4,4921,53
Single,49667.0,0,0,35,2,8,0,1,1396,20,1,4,4998,71
Married,63206.0,0,0,65,1,2,0,0,928,13,1,4,4421,52
Married,57136.0,1,1,48,9,6,0,0,642,17,0,4,4675,54
Together,46772.0,0,1,88,6,8,0,0,1048,24,1,2,4919,51
Married,78931.0,0,0,19,1,1,0,0,943,23,0,4,4567,55
Together,53977.0,0,1,21,5,5,0,0,907,22,0,3,4706,68
Married,84219.0,0,0,27,1,1,0,0,1198,17,0,3,4467,38
Single,46098.0,1,1,86,4,8,0,0,120,7,0,4,5000,51
Married,73538.0,0,1,92,3,7,0,0,1658,23,0,3,4901,61
Married,79529.0,0,0,1,1,2,0,0,1638,21,0,3,4383,40
Together,20981.0,0,0,14,1,8,0,1,73,6,0,2,4745,49
Single,51766.0,1,0,74,2,5,0,0,275,10,0,3,4430,46
Married,55759.0,0,1,84,5,8,0,0,854,21,0,3,4898,64
Married,33039.0,1,0,4,1,5,0,0,78,6,0,3,4613,48
Married,37787.0,1,0,50,1,8,0,0,106,6,0,4,4602,54
Single,27242.0,1,0,2,2,9,0,1,106,5,0,3,4915,56
Single,87188.0,0,0,73,1,3,0,1,1923,18,0,4,4711,43
Together,69930.0,0,0,21,1,3,0,0,1662,21,0,3,4719,55
Single,37697.0,1,0,82,1,6,0,0,84,6,0,3,4462,50
Married,37401.0,1,0,14,2,7,0,0,48,5,0,4,4374,53
Single,3502.0,1,0,56,0,14,0,0,5,0,0,3,4762,53
Married,58597.0,1,1,20,12,7,0,0,733,20,0,3,4906,50
Widow,82032.0,0,0,54,0,1,0,0,1234,17,0,4,4405,78
Together,28087.0,1,1,77,3,7,0,0,112,6,0,3,4885,68
Single,74004.0,0,0,5,1,3,0,1,1658,14,2,4,4445,39
Together,19740.0,0,1,65,2,5,0,0,55,5,0,3,4782,66
Married,57036.0,0,1,33,4,9,0,0,1513,22,1,2,4885,51
Together,53083.0,1,1,65,6,7,0,0,271,11,1,2,4730,68
Married,69283.0,0,1,41,4,5,0,0,904,23,0,4,4335,51
Single,46098.0,1,1,86,4,8,0,1,120,7,0,4,5000,51
Married,23331.0,1,0,92,2,8,0,0,103,6,0,2,4983,38
Single,23331.0,1,0,97,6,9,0,0,269,11,0,2,4952,38
Single,9255.0,1,0,91,1,8,0,0,22,4,0,3,4511,37
Widow,67786.0,0,0,0,1,1,0,1,1156,15,0,4,4524,67
Married,71969.0,0,1,59,3,8,0,0,1086,16,1,4,4941,55
Single,59235.0,1,0,4,3,7,0,0,1128,25,0,4,4853,59
Together,31928.0,1,0,5,2,7,0,0,72,7,0,3,4413,37
Together,74881.0,1,1,48,4,5,0,0,964,23,0,4,4798,65
Married,65819.0,0,0,99,1,3,0,0,1383,19,0,3,4897,48
Single,51411.0,1,2,81,1,5,0,0,18,3,0,4,4719,73
Divorced,51983.0,0,1,95,3,7,0,0,793,21,0,3,4987,62
Together,42386.0,1,0,43,1,8,0,0,100,6,0,4,4852,40
Married,30390.0,0,0,5,1,6,0,0,80,5,0,2,4620,39
Single,30983.0,0,0,50,1,8,0,1,167,7,0,3,4917,63
Widow,66033.0,0,1,76,2,7,0,0,677,18,0,3,4845,69
Married,37284.0,1,1,46,1,6,0,0,23,3,0,2,4777,51
Divorced,57530.0,0,1,68,1,1,0,0,92,6,0,4,4580,75
Married,76800.0,0,0,33,1,1,0,0,641,15,0,2,4433,61
Married,63943.0,0,1,50,1,5,0,0,1106,16,0,3,4985,70
Together,76081.0,0,0,85,1,2,0,0,1033,13,1,3,4357,64
Married,67445.0,0,1,63,5,6,0,0,1174,27,0,3,5006,52
Married,37054.0,1,1,89,2,7,0,0,25,4,0,4,4607,59
Together,47175.0,1,1,81,7,8,0,1,240,10,1,4,4929,64
Divorced,31859.0,1,0,77,1,7,0,0,20,3,0,3,4700,50
Divorced,27215.0,2,1,50,4,6,0,0,102,7,0,3,4842,65
Divorced,70179.0,0,1,10,3,5,0,0,1034,23,0,4,4663,50
Married,39922.0,1,0,30,2,8,0,0,156,7,0,3,4820,43
Married,49681.0,0,2,66,6,7,0,0,458,15,0,4,4557,50
Married,24645.0,1,0,16,1,8,0,0,17,3,0,3,4925,38
Divorced,79865.0,0,1,12,1,1,0,0,792,20,0,3,4331,72
